latitude|longitude
44.9033274|-0.2424975
15.5343208|32.5647682
3.109627|101.5890295
4.8868508|114.8486454
30.0420278|31.2622267
1.4698689|103.7554899
21.5434208|39.2035369
24.4908565|39.5917435
1.6736589|110.010165
-2.6108729|140.9821781
21.4143694|39.8231726
24.6395861|46.7289624
3.0144271|101.5592334
34.0618059|134.3253674
1.4698615|103.7554834
24.638613|46.7348085
16.0487777|48.9756556
30.0480906|31.3721766
30.0454131|31.3792656
24.7682997|46.8320938
22.9644928|76.0458254
1.5655671|103.5861461
30.046311|31.372401
30.0418733|31.2631536
15.5307531|32.5674989
15.5370679|32.5682058
14.7593222|49.3817746
43.95795155|0.371962875
15.5368161|32.5645454
30.0473277|31.2668881
30.04134|31.2623627
3.140065|101.7843725
3.7327602|103.1244017
14.3886753|33.5400831
21.5429843|39.1713921
49.76815319|6.02497405
19.3599807|-99.1471719
30.0620897|31.3283543
16.0507728|48.9803812
24.468613|39.542949
3.14614|101.738023
32.921707|130.541389
1.470533|103.756125
34.884263|134.87624
7.9045699|98.2992574
15.5342645|32.5735074
-4.124721|143.733002
3.1858243|101.7721709
3.1195402|101.6298262
15.5349327|32.5688996
14.558218|121.019165
1.3240136|103.7998286
24.4421079|39.5117306
30.067874|31.324174
21.5431512|39.1615708
24.485358|39.6650991
37.3305007|126.7916774
13.6658151|102.5619924
60.08688729|-43.13288791
21.7656174|39.1899492
30.050503|31.2682
21.3842675|39.8094149
21.809491|39.1322819
50.9007422|0.0735775
32.6837816|128.8194964
24.0683635|52.654527
24.074951|121.170082
1.4709343|103.7569762
24.4810698|39.570604
30.0620629|31.3848481
21.4343534|39.7871232
1.505071|103.826368
1.4698759|103.7557159
21.542438|39.16114
24.4504819|39.6451696
5.3644864|100.4461537
19.3599807|-99.1471719
13.667102|102.566524
30.0433152|31.2641006
1.538099912|103.7480155
3.0422638|101.5288961
1.4709681|103.7570013
50.1244706|19.7144482
15.5454572|32.5660851
22.6500333|120.3452583
24.065606|52.66646
1.0551928|110.735155
35.6098086|139.5996424
13.6570294|102.5651552
30.041514|31.263095
36.30804377|138.9201069
43.17226456|143.2406552
29.9758888|31.3972914
30.0478516|31.3735035
30.0480198|31.372205
21.4153429|39.8309261
1.5564233|103.6139031
30.043884|31.26088
38.4999768|43.3868958
41.0301166|28.9188708
25.21939812|55.27294754
24.076044|52.656913
21.5430646|39.1615832
19.3599807|-99.1471719
30.0426731|31.2631434
1.5450353|103.7073965
1.3545654|103.8421564
15.532009|32.5657316
21.6096083|39.1369339
61.6581211|50.807649
15.5296017|32.5642638
34.9123875|132.1050944
13.6773825|102.5630035
35.7875928|140.036061
10.612093|103.54125
-34.7251537|135.8622455
11.069441|106.164146
40.350372|27.967007
15.5309628|32.5759815
22.3905311|114.1966175
3.1321391|101.7326301
13.6552002|102.5685637
13.688975|102.577563
21.4153177|39.8310068
13.660893|102.5659197
35.0613462|128.0709751
24.8138242|46.6804285
2.867969|101.730448
21.596656|39.157948
22.4171071|114.2295926
24.8237864|120.9233293
14.563563|121.0213664
4.9006051|114.9262506
24.7262446|46.7648563
36.2059579|139.1241001
10.622191|103.515765
36.4361402|139.976095
25.4716047|55.50805
15.5329686|32.5579551
24.987582|55.1827905
33.655684|130.657843
35.7425929|140.6108555
23.775502|120.5780605
34.3849728|133.0564483
25.0227124|121.5680701
-13.7331623|131.0447995
25.096847|121.3784608
3.6092107|113.6745835
10.963618|105.0604633
10.627318|103.525119
3.1264508|101.6609712
20.644766|40.875193
2.992341|101.7158787
10.620573|103.537839
13.660935|102.555333
3.1290982|101.6108252
49.3846845|8.6862765
1.505825|103.764784
14.5549462|121.0181901
3.164948|101.691629
37.782624|30.5412896
24.0839271|120.4823584
32.7564502|130.6924114
13.659506|102.558955
13.6801963|102.5673856
13.6636271|102.5618431
22.9526121|120.330185
3.0697624|101.518369
6.1128915|102.277629
10.6236885|103.5446897
24.1499765|120.50218
22.4516273|114.1554901
15.5397872|32.5692661
10.622996|103.518232
5.3892305|100.5723923
3.069519|101.714714
5.3665578|100.5501801
10.622144|103.515496
11.0696849|106.1685697
13.6723805|102.5635615
30.0532694|31.3973582
48.3115956|16.2574859
10.616125|103.5268716
1.5163846|110.3558455
35.667798|139.696798
22.4739896|114.2209558
34.908542|137.142584
3.19398|101.540999
1.6146511|103.6553126
30.044733|31.337771
25.0830802|121.5806906
25.0213514|121.4225823
16.04864954|48.97548678
3.209503|101.749409
29.771283|-95.704209
13.671393|102.563428
-33.922796|151.189613
41.6363248|32.3389339
25.0159852|121.3673717
36.3094026|139.1887365
30.0487988|31.2660098
3.242761|101.660239
1.5596422|103.8521145
19.3599807|-99.1471719
5.2389016|117.999185
22.3353647|114.1622429
35.0330577|136.7806536
24.3570534|54.5538234
5.5982102|100.5382251
24.2769318|120.5090177
25.070361|121.4909414
10.6387411|103.5143497
13.6910574|102.5807988
13.659258|102.552808
13.641756|102.578027
30.0495312|31.2662522
10.609166|103.517258
5.3658537|100.4128016
25.0052548|121.5150232
1.8306949|103.8348496
1.5247227|103.719675
10.632163|103.527817
43.6442998|142.44982
35.561967|139.512272
3.1817061|101.7062595
21.4162477|39.82909
30.0407148|31.2590053
3.2385476|101.6522261
40.7297363|31.6029636
-36.847517|174.7624505
13.6745794|102.5587983
30.0433135|31.2641109
10.6160485|103.5068865
24.9970458|121.3073922
26.0325205|56.0971786
35.0425867|136.5193327
2.800274|101.819725
2.9725046|101.6230656
35.329395|136.77289
10.6327591|103.508304
33.5846296|131.2257728
30.0421706|31.2616279
1.5561321|103.7274213
13.660142|102.562897
11.072572|106.1608344
24.952684|121.238437
3.0534311|101.5838546
1.3664024|103.881588
36.3681333|127.3567198
14.5646718|121.0290305
8.167104|99.722282
3.1453102|113.0899791
15.5364527|32.5660851
35.6680444|139.6967214
61.75368262|27.24722906
10.959239|105.073632
11.0661081|106.1618849
1.5666232|103.5956145
3.5160322|102.1434406
24.0833351|120.5457368
24.6970366|46.6402488
34.7092979|135.5302597
11.0748007|106.1671534
1.4331613|103.7987984
13.667137|102.560977
24.4565704|39.6161626
51.56348|-0.108075
1.4912377|110.3407488
14.562005|121.021016
24.9893461|121.3115608
13.6625576|102.5574299
3.1680404|113.6158147
1.5202511|103.7519949
3.0684479|101.4197743
52.538294|13.269891
25.3213074|55.3836735
1.3507905|103.7395464
10.9554416|105.0698761
11.5516898|104.9364866
10.6124884|103.5349246
35.667305|139.697756
22.336921|114.1672047
10.6416296|103.5368008
2.245676|102.27712
10.604678|103.564259
10.962946|105.060706
21.4301703|39.2135092
30.0485057|31.2677221
26.3120199|50.1441778
10.6372061|103.5148967
1.614671|103.658146
13.6776567|102.5630883
25.3520388|55.3832632
21.4514161|39.286402
14.5619172|121.0215801
26.083226|44.0084526
13.6596751|102.5589186
13.666856|102.56749
13.677293|102.563288
47.6373061|17.9769713
35.6594803|139.5445064
36.124003|140.04282
24.1677679|120.714359
10.6045097|103.5635043
4.3995542|113.990061
35.5562867|139.6845839
36.0435014|128.3466962
11.0716504|106.1523188
21.4463821|39.801144
24.109262|120.685267
5.2913774|100.5037753
30.050031|31.267406
13.6795246|102.5624244
10.6344384|103.5309926
2.901778|101.7630073
4.899117|114.899287
35.634305|139.488562
1.375502|103.8884321
13.6793479|102.5618817
15.5304897|32.5671454
2.9662265|101.3927986
24.7890295|46.637199
10.6132261|103.5536538
22.3676534|114.1290543
34.9950554|135.7187932
13.6591758|102.557233
25.1183688|121.5416609
22.2551248|114.1327388
10.6175249|103.5209559
1.3725276|103.7696502
2.900900901|101.4633524
13.6811611|102.5833733
13.6811579|102.5833734
1.6772525|110.342539
14.5583147|121.0193292
36.14877228|-115.1587841
2.740599|102.2314633
33.240478|130.287871
34.1253835|130.9194401
23.01325|120.231867
13.6777177|102.5611713
3.1938769|101.584698
1.658063|103.630283
21.4340353|39.8560315
14.5625734|121.0230578
36.2830346|139.3022758
13.6709856|102.5637062
35.086944|128.857077
30.046985|31.371663
35.6684838|139.6974272
3.1438943|101.7044036
30.04915771|31.26911487
1.6145608|103.6553604
10.63063063|103.5245534
11.077998|106.165518
21.6222597|39.1092758
35.0198627|136.1295088
13.673974|102.56905
5.3797088|100.2142819
4.9429032|114.9433437
30.0438061|31.2642496
-33.890527|151.088824
47.505508|19.114663
22.3868981|113.974649
3.0201199|101.5925844
14.5583349|121.0193246
43.6536209|1.3712052
35.667697|139.861408
10.6090511|103.5758506
11.0746842|106.1672426
13.6626387|102.55348
37.395577|126.67847
3.0202577|101.5923617
11.5249738|104.9623256
30.0443486|31.3667956
22.4650789|113.9876581
30.0417333|31.2615486
13.6617295|102.5580429
35.4352277|136.5799667
30.0476019|31.3681566
11.0748839|106.1671526
14.547915|121.006922
34.885772|136.48939
4.7006197|101.1037089
36.3451731|139.2758967
2.928034|101.4451823
52.4385842|-1.936578
3.2065062|101.6764021
30.0577151|31.2771811
3.2229555|101.7288176
35.667809|139.696683
-35.2756351|149.1240851
22.3043432|114.1728629
24.777145|120.9472909
24.983864|121.506821
4.4206804|118.3109434
21.415017|39.829913
35.8539591|128.8083656
23.342169|120.172813
30.0435264|31.26245
1.3706396|103.8986503
34.823759|135.520041
13.6592672|102.5584793
13.6919388|100.6030383
34.4963913|133.3525642
24.758854|121.7556732
36.9257792|140.4057477
24.457115|39.602875
25.0052138|121.4843571
25.1761822|121.4436252
13.6789193|102.5617032
10.62878|103.535507
30.042657|31.261436
2.2300895|102.2574971
1.4890318|103.8689106
33.5704458|130.3408201
33.4091615|130.6793577
1.5251397|103.7710137
35.560069|139.325293
34.836307|134.591153
3.1660598|101.6920615
33.964742|131.171968
10.95314|105.0785783
13.672471|102.5628172
34.710391|137.555504
2.7036223|101.9592366
13.666083|102.571684
10.605702|103.543057
21.6045101|39.7988915
38.6247843|27.4096359
65.04651619|-18.67533813
3.1659242|101.6090322
41.7299517|27.218179
-33.9529588|151.2292196
13.681222|102.583451
10.9287271|106.1385774
10.9594874|105.0705405
30.0518211|31.3750865
42.7406946|10.963569
13.6801513|102.5623458
30.047123|31.366586
24.6528241|121.7301441
30.0559121|31.3399715
24.1562108|120.6427662
24.6401967|46.594457
35.8929355|128.6190465
35.3480004|139.4660506
1.4698937|103.7556126
3.1977787|101.7279493
1.8279221|103.3038599
21.692865|39.1125721
23.3070809|120.2984063
13.671749|102.560302
30.043607|31.26258
11.0752344|106.1538653
39.895693|32.836954
34.777626|133.581594
3.083421|101.713266
3.1094654|101.7509432
38.421226|140.319567
13.6811733|102.5833646
13.7048497|102.5597433
2.2324453|111.8276075
11.06306306|106.1712233
21.2911326|40.4325639
30.046895|31.371757
3.192195|101.627921
24.6913001|46.6438148
24.5242685|39.5422156
4.191978|114.311585
22.4173166|113.9755442
35.466958|-93.507076
14.567091|121.030936
30.0417073|31.2615603
1.489997|103.765318
24.1020752|120.5183408
1.3376801|103.6917501
20.3354342|100.0962761
5.2914769|103.1265606
3.0659754|101.460778
21.4709654|39.2172524
14.5643191|121.0221001
35.1592875|136.8327988
34.3535905|132.53489
30.0479864|31.2669506
10.6067893|103.5474293
24.986223|121.506397
34.7782237|133.5905265
22.3052152|114.1859716
13.6684184|102.570515
36.7705296|137.0832183
22.4358487|114.012748
31.9613525|131.301827
13.661013|102.555467
25.0193961|121.2924875
22.3503986|114.197811
3.244638|101.721456
3.8105899|103.3231757
20.3082687|40.0420006
33.5329688|36.2931766
10.61472277|103.5507465
37.3329845|126.7938237
23.043365|120.21885
26.0988247|50.5651932
4.7117191|103.4032845
15.537001|32.5659096
22.65065|120.355026
30.0696139|31.2760481
23.2952258|113.1114236
10.9608909|105.0599425
13.6416974|102.5782395
10.641432|103.536748
5.3615351|100.2749148
13.678267|102.5603429
30.0433253|31.2629532
13.688895|102.577699
30.049305|31.26372
1.3387282|103.8578402
13.64141|102.577799
38.421255|140.319588
24.3806931|54.6951633
10.6328977|103.5083525
25.7273054|119.3856173
21.6020395|39.1655778
24.4735163|39.6123992
13.2196458|44.0355347
30.0406178|31.3380998
13.6621157|102.5584721
10.6326741|103.5083278
25.1104706|121.8055464
13.675996|102.561482
30.046838|31.265813
10.6331975|103.5083665
30.0431176|31.2600443
30.0379444|31.2595964
34.2053956|129.293017
34.553176|135.562737
4.2926369|100.6279254
3.1097239|101.4466695
21.414597|39.8222494
13.659718|102.555423
11.0663554|106.1636699
13.072678|44.3944179
1.524037|103.766235
30.0409692|31.2624397
10.5982637|103.561949
13.677569|102.571187
15.5349425|32.5685551
2.681632|101.8680992
1.621199|103.657933
13.6417031|102.5779635
22.1981982|120.6932325
10.6371901|103.514833
25.0124756|121.542144
25.1157563|121.5289715
21.3844523|39.8095999
11.0725347|106.1610294
37.0180767|140.9679527
36.43615|139.976163
13.6596892|102.5590316
14.4875092|49.0425997
13.680256|102.56743
2.8192689|101.6953909
36.2294973|139.4451937
30.0562546|31.2634125
24.7351888|46.7000327
13.681047|102.583334
24.9547925|121.2410219
21.4112257|39.7925957
10.9597764|105.0735291
1.586167|103.855486
24.236404|120.506425
13.6597138|102.55895
30.047318|31.367935
34.703573|137.33338
14.810103|49.5889219
14.433468|103.701727
1.6965159|103.4898991
21.4732265|39.9281146
24.4825325|39.5587833
33.5941029|131.2256806
34.2460309|133.918158
21.5691424|39.2010179
2.7881875|101.4798507
36.3245804|139.4073723
13.6614085|102.5577457
14.5655518|121.0044196
4.887867|114.911236
10.6134902|103.5580241
3.0471981|113.9147989
13.672255|102.565485
13.671351|102.562021
4.3224701|102.0216738
1.602591|103.643767
25.0096263|121.2977592
10.6305493|103.512995
21.3927925|39.8788731
23.4229287|120.1535721
37.7347034|126.5867099
25.1119305|121.424011
10.620502|103.525636
1.496192|103.906181
24.1246092|120.7353644
25.08328233|121.5395553
3.09825|101.4454813
34.670912|133.72885
21.42785997|39.8262724
30.0467198|31.2651398
30.042033|31.262322
13.676167|102.57016
13.6822466|102.5631463
30.043786|31.263286
30.056015|31.458059
30.0421547|31.2622432
13.6719451|102.5732892
1.5039461|103.7610102
21.4146208|39.830419
13.672288|102.565585
13.6800917|102.564764
35.8879689|139.3477073
10.962382|105.060406
25.0529558|121.5467027
11.0707303|106.1650669
3.0211878|101.5540514
36.430609|139.049988
3.1569744|101.6181381
5.3727176|100.3973406
21.4098565|39.8664618
22.645195|120.305404
13.6421576|102.5765638
30.041039|31.2627
24.3457653|120.6203937
3.2303083|101.7088395
13.662996|102.557994
13.6730032|102.5664005
1.4700079|103.7558708
1.5026047|103.8857988
16.0508066|48.9804201
24.067383|52.652167
25.0557486|121.1955641
13.6773985|102.5628397
30.0446658|31.2619057
3.1008535|101.7433968
5.4236171|100.5502794
10.6223801|103.5170823
30.0425758|31.2630776
13.659631|102.5588948
36.3002982|139.8318546
2.903473|101.763525
13.666908|102.561485
14.1331289|101.5089001
21.403458|39.792557
13.6673823|102.5662229
14.5583341|121.0193193
10.6213569|103.5370035
32.76329111|105.8446036
30.049711|31.330387
3.094674|101.669339
24.111838|120.64093
22.8845319|120.4838473
13.66916|102.561828
10.622305|103.515853
24.8947748|121.3102729
15.534685|32.568792
13.6584851|102.5641387
13.6708285|102.5667768
21.41397|39.8296043
3.0312433|101.7790727
24.4601296|39.6132557
4.29243741|100.6262069
21.5347692|39.1987449
13.6388463|102.5762944
13.659617|102.558914
30.057345|31.358435
1.466099|103.902548
13.672315|102.565456
10.6378811|103.5152279
1.560179|103.828273
-6.851072308|-41.25890113
30.0506996|31.2671664
10.6329628|103.5083389
33.683412|130.778072
2.99672|101.571078
10.6091621|103.5170038
10.6293165|103.526204
52.2251043|16.3669074
35.5094316|139.4476319
13.638641|102.575771
21.4156084|39.8293197
3.2256058|101.6859861
13.6614318|102.5620414
3.136256|101.747624
11.0672669|106.1539282
59.2240237|17.936591
30.0453823|31.3664612
1.5669972|103.7771287
62.19253219|99.09189664
24.9531043|121.341707
1.3657833|103.8704598
24.6826032|121.7634949
30.0429963|31.2629998
24.0665375|120.5356993
3.415479|101.5925251
15.5307304|32.5691928
35.729015|139.254429
25.1507517|51.5622673
30.0408112|31.332362
35.0682689|137.1195637
1.356971|103.966185
30.055955|31.457903
10.6331421|103.5084011
24.1854346|120.7037924
3.6876876|101.5246279
25.068957|121.586163
24.6881214|46.6385528
37.6369903|127.1694801
3.8798133|100.9357111
3.0328714|101.3765062
11.5249675|104.9623365
24.4565486|39.6231767
2.9517976|101.8762359
51.9732324|5.6566382
30.0504197|31.3621176
15.5381469|32.5636108
2.974388|101.78871
22.3732504|113.9903416
14.5584838|121.0193042
33.5970337|-7.632781
2.9332345|101.6575588
3.2476499|101.7134546
25.6870705|51.4965515
14.459016|49.025779
3.0732445|101.4297016
35.409148|136.875063
25.0574296|121.2691289
3.0983849|101.7297787
14.558265|121.017653
11.0732153|106.1690802
23.995066|121.597194
3.0835|101.527153
11.5249872|104.962345
13.67415|102.565565
6.105916|100.371246
10.622813|103.516588
30.049225|31.263709
24.9166957|121.1440111
33.277856|130.314708
24.1991898|120.6122637
13.6596274|102.555308
24.5859617|46.6824717
14.5583287|121.0193437
2.3823979|103.7138936
1.3581376|103.843019
16.628251|98.56803
35.4736258|139.3479082
33.625455|131.083555
3.2330825|101.45315
35.216993|126.850692
13.6784782|102.5625671
13.677298|102.562727
13.679016|102.5626169
3.9314214|102.3762065
13.6664131|102.5607291
3.0658905|101.6397774
48.076888|19.288707
34.2166361|132.227579
3.656229232|101.9687842
21.444161|39.847306
1.7248097|103.6251949
25.0552943|121.5186072
35.9456491|139.680576
5.236104|100.469381
13.661359|102.562172
13.6732617|102.5620182
13.6797412|102.5628848
10.6303962|103.526882
13.6508052|102.5701492
10.6110421|103.516999
3.2177284|101.6466197
4.9166258|114.9117304
25.006362|121.536323
35.6683008|139.6973596
10.598852|103.556189
35.4910446|139.5957231
35.1970705|126.8087075
4.5168703|101.0575637
21.626483|39.169744
11.0773335|106.1663641
21.660604|39.1298531
25.3713644|49.614267
36.9697288|127.4827722
60.98888474|96.97554883
10.6416316|103.5369772
1.4460805|103.9351189
35.840711|139.368181
56.1468613|101.6404926
13.6664264|102.5675709
38.426785|140.3136467
36.2870167|139.3962044
3.1284599|101.6748349
25.0569794|55.2283003
4.9407748|114.9464101
10.625545|103.507426
10.6380196|103.5413415
4.1567588|117.9026837
3.081669931|101.6338725
3.0467754|101.6668455
13.68014|102.5674109
13.6596678|102.5589168
35.4737034|135.3957039
4.1622133|117.854404
13.6606593|102.5574444
1.481242594|103.762011
1.5241863|103.7529932
4.3884479|100.668759
37.4977033|126.8465175
35.986345|139.838139
43.4805379|141.951206
3.0215753|101.5654841
10.9531485|105.0787073
35.5483212|116.7695051
2.7916445|101.9909859
5.2821382|116.0035204
22.4151361|114.0214931
34.9971012|138.4813357
1.441312|103.616519
33.3299358|130.4743867
-33.103644|-68.5668023
3.8915637|100.9386455
36.9227811|127.1866465
36.1811059|140.285823
22.268496|114.234325
50.3460255|19.0080437
13.650742|102.567713
35.667625|139.695764
35.668672|139.694139
10.6220519|103.5157704
35.962934|129.369998
1.867299|102.9300352
35.526117|139.473029
34.6085601|135.4989197
22.9119844|120.195488
22.3297434|114.209853
13.6767628|102.5622199
25.409926|55.4441092
14.5583049|121.0193411
1.499623|103.783275
1.5648574|103.7744037
2.9718488|101.7893578
3.079572|101.7582581
10.6259521|103.5268164
10.598914|103.556165
10.9572912|105.0753375
10.6373501|103.5149601
22.3133467|114.1869799
35.8142352|139.7782708
4.3531059|113.9848269
3.0156138|101.4737457
10.629182|103.526033
34.7663646|138.0321797
13.72365773|100.5397304
42.7536098|140.9045298
10.6046258|103.5642861
47.5585169|18.4279008
13.6418708|102.5780661
3.05756|101.7509077
2.5523593|101.8062672
35.6677576|139.6967214
10.616066|103.52676
3.1478131|101.7451122
4.8423366|114.8724927
24.4740329|54.3717805
1.5829513|103.7283736
2.9387777|101.7500413
21.5231695|39.1691601
10.952487|105.078435
5.6001795|100.6472214
1.3521645|103.7670907
13.6671956|102.561511
18.2466107|42.5985867
30.052049|31.3408952
3.1884556|101.6519954
-8.5536918|125.5560392
-20.7534262|117.0075
1.3670108|103.8605757
4.4735584|101.3760588
13.6609467|102.5658943
14.5583516|121.0193096
30.0422485|31.2623765
14.541265|120.997067
21.3867361|39.7515231
4.7867997|101.9916994
13.6421207|102.5783928
22.2736068|114.1923461
13.6739815|102.5692302
22.2861329|113.9431689
2.8247|101.69205
35.667792|139.696594
10.621904|103.51596
2.4357071|101.862923
21.4614809|39.9338665
1.4828551|103.8923264
21.4153644|39.8310622
10.6177375|103.5212921
2.8144769|101.5044619
1.4459571|103.8252122
3.1227654|101.5892524
15.539011|32.5635794
3.0171432|101.599521
31.4543271|130.9715101
10.6263765|103.5353354
10.9573787|105.0762832
2.8234036|112.6263831
24.70288876|-78.02266177
14.433573|103.701598
35.9962258|138.1494177
10.6362599|103.5141446
3.0617427|101.4095645
25.30996469|55.5385913
34.4783761|135.3995432
22.2856553|114.1331185
24.7031434|46.6909125
23.9927086|120.6734279
21.5429085|39.1712857
30.0398346|31.2611024
24.4833347|39.5933914
30.0434995|31.3346839
3.0845677|101.4874508
38.6745346|34.7058661
3.124313|101.6523172
30.0356633|31.3569377
-7.733786727|-53.04312292
3.174698|101.735973
10.6293802|103.5265205
4.9752771|114.9462048
2.9689831|101.4631968
21.459625|39.934969
13.6772513|102.5631301
22.6351394|120.3920486
2.9166134|101.7121184
14.5351545|120.9921131
10.6197023|103.5385398
3.022337|101.672243
3.075526|101.658749
24.5693421|120.8273373
24.5850338|46.6000218
13.6667863|102.5658092
13.6779732|102.5687704
16.064333|49.018011
30.04382333|31.26371833
35.855301|139.7229899
13.6611857|102.561966
13.6396367|102.5762306
22.4902367|114.1423779
10.9572888|105.0760918
25.1188299|121.6611061
5.9465776|116.0895937
36.5878972|138.8390691
1.473218|103.5915159
34.923832|127.682059
3.0470195|101.6220166
14.5485934|120.992475
25.0395062|121.5231514
-33.8332973|151.1287809
3.3975555|101.5707686
10.6262569|103.5277337
10.9284076|105.0917281
3.0702426|101.437996
33.5162187|133.5821669
1.3873077|103.8628907
10.6046383|103.5642484
4.219087|103.4383529
